id,ip_address_v4,ip_address_v6,latitude,longitude,zone,contry_code,plant_name,solar_plate_mac,watts,measured_at
1338f73d-7fc6-479d-a1b3-92be41ab2ddf,199.165.151.148,ceed:ca8d:82ea:ca3c:2f03:2cf3:4ebe:9536,10.21883,-83.274957,America/Costa_Rica,CR,Encalypta brevipes Schljak.,DA-16-50-EB-A4-37,35169.704,2022-02-10 00:22:41
c2af89df-f850-4d7a-bd33-cfc48c6c0e43,42.174.215.36,4035:f53c:95a4:d8ba:9270:8b47:c3b1:a4e3,23.12911,113.264385,Asia/Chongqing,CN,Allocasuarina verticillata (Lam.) L.A.S. Johnson,A5-24-9E-9F-01-EB,40078.184,2022-05-02 22:19:32
4ad80610-5dfa-4d04-b549-060ab4d8b5c8,2.150.118.115,8281:c994:909c:8fbf:238a:cbb6:7fde:d696,-8.3965,123.0856,Asia/Makassar,ID,Tortula Hedw.,1E-43-EA-E9-32-F1,73815.411,2022-04-17 04:20:25
e55ffdb8-8bc9-4136-89ff-252b2f5b8e18,255.227.211.19,78bd:f3e0:2a9d:19cd:3e46:db3f:c63b:aa62,28.043337,117.043407,Asia/Shanghai,CN,Phaseolus maculatus Scheele,2B-F3-B2-EE-8C-61,8485.824,2021-10-21 09:18:36
55a7bef4-2d3d-488f-a557-af0076ad51e0,102.238.245.210,fbbc:bad3:f230:9848:dc1a:eecb:2013:7de6,18.4678653,-69.9791319,America/Santo_Domingo,DO,Plantago wrightiana Decne.,68-9B-18-2A-76-CD,96061.973,2021-10-29 05:57:47
54559b92-4df6-4ad5-a022-b7414ba02ed7,242.5.113.229,40e3:dc01:be48:f7a9:b01b:4a5d:3d9:5ebb,14.740841,102.368115,Asia/Bangkok,TH,Salix pedicellaris Pursh,D4-B5-AC-C9-1C-91,96410.326,2022-04-28 20:15:51
f2a57848-aca5-48b6-b5a9-08a1bbe1366b,29.141.64.132,1f9e:380d:3065:df6e:c9cb:e1e1:afce:6b76,-7.0108835,108.8907988,Asia/Jakarta,ID,Orthotrichum affine Brid.,A4-6D-93-28-32-D3,34296.606,2022-07-22 13:10:14
652f65f3-c282-4043-b604-51738e7e027c,33.162.231.180,b325:bfcb:7e48:df4f:3ae0:b02e:e447:10f9,42.0480121,-8.3359459,Europe/Lisbon,PT,Desmodium nuttallii (Schindl.) B.G. Schub.,A6-46-A1-5E-36-59,21376.931,2022-03-24 05:00:52
c91578d6-3719-4503-ac49-92985e40b9c4,135.97.235.134,8774:eceb:8ecc:4fe5:1c77:d98b:66d3:4936,11.183333,42.933333,Africa/Djibouti,DJ,Lepidium fremontii S. Watson,6E-DA-F0-EC-98-1E,38972.41,2022-01-27 20:45:12
1133af61-bcd1-42e1-8eeb-90d19524a280,102.100.219.196,836d:aa53:4a06:1720:6a11:4b63:9ccf:2636,22.0832638,102.5757028,Asia/Ho_Chi_Minh,VN,Chaetopappa bellidifolia (A. Gray & Engelm.) Shinners,B2-9B-13-73-42-74,24449.541,2022-04-03 12:56:59
91e67d56-0a2c-493b-960e-a2320ac7dac3,128.171.0.161,e338:680f:7379:cf45:c242:5bee:27ce:56ed,40.0966354,116.6409433,Asia/Chongqing,CN,Funaria flavicans Michx.,E9-25-AC-79-6C-EC,8471.333,2022-01-11 13:39:14
8ed3fdf1-513f-48c9-ba78-44fd088cf517,23.170.247.226,8dae:95b4:b484:db0:fa36:dc1a:930b:b5b3,-6.9070543,109.3575011,Asia/Jakarta,ID,Heterotheca Cass.,F3-29-E4-F9-FD-3B,16833.468,2022-03-15 13:22:12
ed32052f-9b07-45c5-849b-8526e8a9d43f,245.156.66.194,9ca2:5b66:c9dd:e249:66c0:d43e:50cc:8d5e,-8.4793,123.0902,Asia/Makassar,ID,Hymenopappus filifolius Hook. var. luteus (Nutt.) B.L. Turner,20-4F-BC-3A-E2-94,42160.209,2022-07-04 03:30:38
4e870d50-d7be-498f-9983-4076e0185063,154.147.118.23,b009:8f53:3e05:9acc:a8d8:3531:99b4:f86f,16.5303424,-90.1894032,America/Guatemala,GT,Daucosma laciniata Engelm. & A. Gray,59-99-B1-F2-CE-C9,74004.601,2022-01-25 00:08:32
c0e6bb6c-b92b-4b6c-ba80-f4a7200e7394,73.177.104.66,7af2:aae8:b130:3f62:c102:c746:ef33:d074,40.233333,22.3,Europe/Athens,GR,Epilobium densiflorum (Lindl.) Hoch & P.H. Raven,12-2E-A1-12-62-F1,79983.651,2021-12-02 08:14:04
d13f42e7-56d7-47c3-8bbe-0bd7147c66b0,92.145.14.25,efcb:b022:5a4d:6875:e60:38ab:4e33:913c,38.789257,-27.327988,Africa/Accra,PT,Phacelia ciliata Benth.,61-66-6F-17-38-04,22206.744,2022-05-11 13:06:21
9233ea09-589c-4389-b080-9982363e30bb,241.242.20.112,90b5:cebf:f64d:7a76:8797:d039:df53:6c58,27.3526033,62.3447815,Asia/Tehran,IR,Ledum palustre L. ssp. decumbens (Aiton) Hultén,E3-21-8C-8B-DB-39,67141.444,2022-01-30 23:09:26
e70d497f-98f1-4119-a4ee-b2629fe624d4,106.234.212.53,71dd:b921:397e:f9a8:a00e:3f9a:b857:6c7c,-7.0353,113.9564,Asia/Jakarta,ID,Pseudoleskea radicosa (Mitt.) Macoun & Kindb. var. radicosa,A3-C9-0A-EF-FA-15,95647.034,2021-12-04 02:20:07
86a9250e-f0ec-4222-8b75-255f04c522d9,183.189.114.145,c609:5dad:6ef1:bc2c:7ec5:9800:ff75:8ada,55.5146696,35.8272389,Europe/Moscow,RU,Viola guadalupensis A. Powell & B. Wauer,01-74-95-19-03-C9,20788.577,2022-04-03 22:19:21
62a16d1d-4a01-49ed-be27-1b107faf5e2b,73.228.160.117,b525:d69b:cfbe:3864:87ef:a5b2:1c53:a251,30.823499,104.158705,Asia/Chongqing,CN,Cynodon Rich.,19-80-14-09-E7-75,61286.847,2021-07-29 22:41:29
af9e8612-606c-4b2b-9616-57cca53cdba0,229.191.219.108,1781:964f:1921:7d06:9a39:d866:e784:3fd7,6.446976,-10.6182477,Africa/Monrovia,LR,Bryoria trichodes (Michx.) Brodo & D. Hawksw. ssp. americana (Mot.) Brodo & D. Hawksw.,52-92-B3-AD-FA-45,1235.324,2021-09-10 00:34:05
5cba0145-f864-4db1-9c22-ebfd394f00e5,117.198.7.121,9aa3:8586:e7d3:3510:2fcb:14aa:a971:9966,-6.7917815,108.4187029,Asia/Jakarta,ID,Cynometra ramiflora L.,F0-8E-DA-3C-81-2A,23191.07,2022-01-26 17:37:47
2fa2f42e-f0e6-4bab-bcc1-c954cc307183,239.168.216.150,9f01:a099:b685:ec42:9414:b713:e50e:4312,52.2960003,35.4190083,Europe/Moscow,RU,Telosma Coville,B5-B3-30-A1-BE-A1,37875.701,2021-09-21 17:17:37
f4bff896-acc2-4ddb-a868-3f0b976faa12,92.92.27.141,252d:5d74:b2ff:1cd2:4f40:495d:285b:f02c,57.644628,11.9382097,Europe/Stockholm,SE,Hesperolinon (A. Gray) Small,90-EE-5B-E9-01-74,61097.012,2022-04-18 23:07:02
1ae99803-be26-4cce-be19-2d082acc89dd,242.67.176.127,8c6:16a2:8eec:e958:774a:2d10:dafa:80bc,31.2303904,121.4737021,Asia/Chongqing,CN,Sidalcea neomexicana A. Gray ssp. neomexicana,7C-B9-32-6B-38-77,26113.24,2021-11-07 14:02:15
30a91ad6-e74c-4710-b5dd-7c6ca82046af,194.232.0.50,9056:1d09:b6:1e67:c725:24a7:3bf:9398,-6.8754582,108.1308481,Asia/Jakarta,ID,Stereocaulon spathuliferum Vain.,DE-C1-9E-CC-56-77,50552.826,2021-11-14 22:50:04
1cf1d0cd-f61d-4cec-95e0-c7fcb47b9900,93.237.86.238,295:d81d:dd9d:502d:a1d6:e9f4:8eeb:97c5,14.6688068,121.1138058,Asia/Manila,PH,Lithrea Miers ex Hook. & Arn.,BF-D6-A8-36-B9-E9,17697.691,2021-10-19 20:22:01
0606b3b9-6123-49ee-93a6-9db706c08dcc,100.180.248.195,b0b2:24b:4b87:9c18:7d7d:a5f3:7401:8ad5,-10.4555,121.9359,Asia/Makassar,ID,Lecanora deplanans Nyl.,79-89-2C-44-03-3F,22564.961,2021-12-12 18:54:38
39cb930e-68de-429c-a405-8111fea3a403,159.110.144.48,2f4b:cfb3:1aec:1f56:b87c:ba1f:56a2:7ea,61.8099494,30.9377106,Europe/Moscow,RU,Allium fibrillum M.E. Jones,30-06-64-B5-0D-99,35741.048,2021-10-31 19:32:43
d8945558-d82a-4f58-8d10-bccde3ffd961,1.150.60.28,1a4a:bb90:274:5bd6:7e1b:8685:65c6:8480,41.7130775,-8.687644,Europe/Lisbon,PT,Caloplaca californica Zahlbr.,45-0C-36-91-BB-6C,10537.07,2022-06-16 02:11:37
d0593c5a-f901-4802-bb4f-2019b829426b,66.52.170.219,7073:4075:eb0b:b617:87d8:f021:e447:88a3,59.4634763,10.694967,Europe/Oslo,NO,Prunus geniculata Harper,D1-7C-50-95-EA-22,91819.373,2022-03-07 04:39:30
329931ae-e419-48b7-82dc-f951cc62ef8e,28.14.206.26,adb:7e55:9559:2ba9:3c50:678:2da1:3e25,18.0226967,101.8812323,Asia/Bangkok,TH,Schistophragma Benth. ex Endl.,4F-08-7E-F9-37-37,78061.472,2022-01-06 00:05:34
8e44428d-2ede-4420-acae-d2bfe773dff0,52.100.251.50,73ac:ec22:d57d:27ef:bb93:7890:3fd3:6c16,-20.9827531,-48.0563942,America/Sao_Paulo,BR,Lepidium ramosissimum A. Nelson var. divergens (Osterh.) Rollins,68-0C-E4-87-8B-01,58684.013,2022-05-16 09:05:34
95d5506c-ac67-43ec-80d1-6d3f535f572e,49.241.140.231,376d:c288:85ba:fe3e:54c7:5faf:6690:db66,41.3442557,-8.4002579,Europe/Lisbon,PT,Neckera Hedw.,7A-6B-A3-5A-BF-A0,22080.447,2022-06-01 03:33:25
c2921d8e-95bf-43ae-b146-95d833763914,166.3.183.59,5b7d:463:da5c:c81a:c020:ddbd:4f64:5188,-8.8899,121.2806,Asia/Makassar,ID,Musa ×paradisiaca L. (pro sp.),A5-17-56-39-8D-31,22324.606,2021-09-29 11:01:33
4afa21ca-87aa-43a3-bbe3-3a6c2755d0a5,219.247.250.13,df29:f28:61a8:2512:8baa:f843:57b7:179a,5.4724418,95.624767,Asia/Jakarta,ID,Phlox hoodii Richardson ssp. hoodii,87-33-C2-8E-5B-99,59128.375,2021-08-04 22:43:02
edb3e713-2e8b-42f4-bf3f-7dbaa5eff9e4,36.101.242.155,be10:4c2b:2def:78d8:51df:b9e9:cd90:923,-30.2488032,-54.9226452,America/Sao_Paulo,BR,Pecluma ptilodon (Kunze) M.G. Price ssp. caespitosum (Jenman) Windham,60-CA-0F-CA-C0-21,16945.533,2021-08-20 01:03:58
2f5962eb-2aea-4d89-a410-bc20e4b9e977,140.13.62.61,fd2d:bca8:19a7:21c:53d5:b91:19cd:9c92,21.0811211,105.8180306,Asia/Ho_Chi_Minh,VN,Ericameria parryi (A. Gray) G.L. Nesom & Baird var. monocephala (A. Nelson & Kennedy) G.L. Nesom & Baird,35-91-69-F7-8D-D8,75822.642,2021-09-30 23:42:59
38857ad4-e33b-4656-af34-67131c7e07ba,157.195.80.4,7e5e:7c4f:109d:9401:c098:41e8:2b4f:4216,49.5516872,16.7807105,Europe/Prague,CZ,Lepianthes Raf.,D6-11-C2-FC-F6-41,56915.04,2021-09-25 13:07:14
eecb4645-aa33-4a9e-845a-5dbe704e8187,43.131.53.234,9261:418:a22:99df:b8eb:3eac:15ac:60ec,-2.1709979,-79.9223592,America/Guayaquil,EC,Acourtia microcephala DC.,EE-18-32-BA-34-53,20405.198,2022-05-21 07:10:35
0249e1b0-4aca-440d-b37d-59e67246cbc3,185.65.61.196,ad44:64be:acc1:f456:8058:b686:278c:8b7a,-12.7732,-38.7891606,America/Bahia,BR,Helenium campestre Small,A4-BF-E6-E9-BD-45,40403.995,2022-07-15 06:29:12
47beef90-bca0-4fec-848f-0b334068daea,103.110.223.215,9b8a:5c21:457e:7c42:a28c:d598:b171:2176,38.694365,-27.066757,Africa/Accra,PT,Silphium wasiotense M. Medley,6C-1B-68-D7-49-BA,70996.075,2021-12-26 14:22:39
ce0cc1a0-a778-4633-b2e2-9e7100d89a45,234.45.2.36,f571:6364:aa51:5596:8e29:9d97:145b:40d7,48.7720518,2.4921227,Europe/Paris,FR,Carex nudata W. Boott,22-B9-9E-FF-F9-79,60874.29,2022-06-18 07:29:36
e0de5b95-8052-4478-994f-32fd54651d31,209.127.34.15,83d3:be2:eeff:9792:5497:5579:cf11:bbf,48.4339701,0.098598,Europe/Paris,FR,Pouteria viridis (Pittier) Cronquist,00-96-DB-38-0C-AF,14161.707,2022-01-14 02:03:24
fdbb8cbd-09f0-4e94-b1b4-1b8a66fa5d43,17.13.249.218,c2c1:9ac:7eb5:adf5:98b:ae4d:3981:1906,19.0311391,-69.7294736,America/Santo_Domingo,DO,Rhagadiolus Juss.,82-D7-AB-DC-7A-6A,92098.481,2021-08-28 09:52:02
d0d8eabc-f5b9-405b-a26d-ed1f6fc90a96,167.215.54.170,1776:7b64:7aea:56ab:cf20:2bcd:798a:c79e,50.2014324,14.8328189,Europe/Prague,CZ,Eucalyptus halophila D. Carr & S. Carr,89-D2-2C-13-A3-0D,98110.498,2021-09-10 14:08:01
c072ecec-5c8f-481f-b953-08674adb9d7b,254.46.13.153,90e5:34b0:e8dc:7c0c:1e07:4854:a963:58e6,4.0510564,9.7678687,Africa/Douala,CM,Solanum carolinense L. var. carolinense,11-18-36-C5-9D-55,20243.867,2021-10-08 04:04:13
f8274649-e4f0-4685-bc13-752eddf2f7c4,136.49.165.133,143a:a614:e0a:55db:71fb:1d10:bc14:202c,10.0622567,105.7381017,Asia/Ho_Chi_Minh,VN,Elymus churchii J.J.N. Campb.,85-F1-34-2E-F6-6F,62885.898,2021-09-02 02:53:33
a47e20dd-6729-442a-8bce-64d34c657ba0,223.131.206.49,edeb:e6a5:a232:d834:eb28:9578:5f2a:31d0,19.782027,-99.0598732,America/Mexico_City,MX,Asplenium ×morganii W.H. Wagner,8D-B2-93-C9-33-9E,30733.739,2021-10-16 23:10:57
7daf42b5-ffec-4a07-ac61-4324ba022ef5,238.237.10.79,4ba5:4642:1a99:ac6f:e609:1a2f:8143:3247,50.0312719,29.0216369,Europe/Kiev,UA,Flacourtia Comm. ex L'Hér.,1F-BA-E1-8B-24-FE,80987.69,2022-05-06 11:24:40
6be5e644-0755-4119-8ca5-3ee35c6356f7,247.217.116.121,b11b:fcb9:de32:d03c:a308:5737:3da8:52af,39.9048438,117.2490532,Asia/Shanghai,CN,Ornithopus L.,66-49-D0-1D-C0-70,1786.724,2022-03-24 14:48:07
9f2f8dc5-bb22-4508-bfb1-005547834dce,241.18.64.245,74fc:79d7:931d:7b14:1e88:1a28:4c7a:a278,-26.4527477,31.0421102,Africa/Mbabane,SZ,Lupinus sparsiflorus Benth. ssp. inopinatus (C.P. Sm.) Dziekanowski & D. Dunn,A8-D4-8A-44-B5-81,11565.342,2022-02-23 09:18:16
8d694f44-4935-4998-ab89-29374305edfe,36.31.19.235,7f3e:2197:ca99:70df:c549:1c4d:22de:a4a0,52.999325,39.118232,Europe/Moscow,RU,Simmondsia chinensis (Link) C.K. Schneid.,C9-52-B5-83-5B-0A,75120.124,2022-01-24 10:06:33
ae8a2449-2074-4020-a8ab-f76bcf63cba9,163.168.146.19,f47a:168c:ebf0:e946:1a56:8cf0:108c:3561,-9.5502,119.1705,Asia/Makassar,ID,Carex careyana Torr. ex Dewey,35-24-7E-30-B4-8C,54532.63,2022-01-05 23:14:05
a47e570f-70de-4f85-b6ac-9a96c0f01f18,161.149.57.153,9980:a1e7:3c15:e27d:ebc8:4010:a91d:d645,41.565627,120.453743,Asia/Shanghai,CN,Mitreola sessilifolia (J.F. Gmel.) G. Don,F6-1B-13-20-7B-88,43394.764,2021-08-29 01:33:54
71c29a3d-21fa-428d-8b74-bc60f9a32ced,79.121.145.42,8a5c:9396:d91f:48f0:a057:457a:f5ce:daeb,34.9002535,33.6231723,Asia/Nicosia,CY,Grindelia squarrosa (Pursh) Dunal var. serrulata (Rydb.) Steyerm.,C8-C2-66-EE-71-AF,70442.189,2022-02-01 00:35:07
b8802b12-14c8-4e4e-b9b1-cccd6967dc16,55.176.43.245,c09e:ad1:1ca7:28d3:6145:a579:3a70:7734,29.654838,91.140552,Asia/Chongqing,CN,Pseudogynoxys chenopodioides Kunth,90-4D-A2-93-C7-45,1054.196,2021-08-16 15:50:43
9c2811b9-eabb-4fb2-bd24-02191c733b40,14.205.182.1,e116:d9c9:1a1b:6ffe:3b26:cec:33a1:7e14,-4.061738,19.5865629,Africa/Kinshasa,CD,Tetrodontium ovatum (Funck) Schwägr.,F4-8E-D6-36-C2-90,93118.275,2021-08-18 20:25:05
43e8420d-8385-4ab6-aee4-749455334a8b,150.219.100.207,3f28:d025:62e8:6bf4:60ae:2445:2558:2581,49.8031512,18.790762,Europe/Warsaw,PL,Parnassia L.,AB-F6-B2-AF-4B-47,70473.188,2022-05-25 09:00:21
fc144371-1482-4e08-8da5-e71c0bfd359e,58.42.156.92,c6af:3ee1:73f6:66df:4796:44c6:a30:71f8,53.0319419,18.9576575,Europe/Warsaw,PL,Cenchrus gracillimus Nash,08-47-89-D9-86-96,44128.531,2021-08-02 09:54:35
7463707d-8597-4254-be56-9cd558c6932d,81.212.235.228,882f:4eeb:3e3f:1867:305:cd61:726a:a9fd,36.933812,116.638327,Asia/Shanghai,CN,Punctelia subrudecta (Nyl.) Krog,2F-0E-83-6E-ED-1A,66994.115,2022-01-08 04:13:27
625d1b10-c393-4816-9359-f2e2ee70c9c8,198.226.31.219,a8fe:6402:b3b:a6d8:3e0d:9e16:90d:eb33,-8.5309777,-37.1239897,America/Recife,BR,Sisyrinchium littorale Greene,A0-30-34-9C-66-AB,5666.773,2022-07-08 08:12:38
90815420-d2c5-46d8-8ba1-d50d8873337f,202.211.9.31,71e4:2519:4fdf:c8b3:1305:85fe:9254:a98c,5.4877137,-4.0516619,Africa/Abidjan,CI,Vaccinium membranaceum Douglas ex Torr.,EB-FD-B0-4D-72-30,90558.785,2022-06-28 16:44:01
09369a13-d3db-4801-8010-3cfff4f2b7cf,202.188.92.128,b619:91a7:e624:75a6:a7f8:ab70:1443:a3f5,49.38299,-121.44144,America/Vancouver,CA,Quisqualis L.,0E-C7-48-19-B8-6A,59512.225,2021-09-30 00:28:46
452cde6d-d10b-4280-a485-fca05665b7b6,136.110.229.13,bc2:be18:46e:10b7:4aba:7932:727a:7947,47.731164,87.463427,Asia/Urumqi,CN,Sairocarpus D.A. Sutton,C1-92-22-37-43-72,58066.955,2022-06-16 13:02:32
2b8e5c0e-07d8-47f9-ac1d-8ee5608588ab,113.119.140.249,c6c7:3d69:25:d01d:7760:97c4:eb31:e2a8,8.7178672,-11.951925,Africa/Freetown,SL,Hassea bacillosa (Nyl.) Zahlbr.,2A-83-6D-54-4A-0D,73670.694,2022-01-24 08:21:18
a9fa0a73-226a-4812-8576-527fe9cedc1f,109.194.159.199,72ee:6459:a6bc:3fbf:573:d2e2:e59c:77fc,14.2030447,101.7751709,Asia/Bangkok,TH,Senecio soldanella A. Gray,ED-CE-84-1A-D9-A3,25204.254,2022-06-10 03:10:40
2cb08a90-888b-47d6-8a73-d0f99f92e3ca,199.251.109.225,89ce:d64f:1552:b5e5:8a70:c18e:28fb:2ebb,45.697904,0.964671,Europe/Paris,FR,Balsamorhiza hookeri (Hook.) Nutt. var. hookeri,A2-03-FE-D4-B8-C7,76281.751,2021-09-20 09:17:18
88332a95-50ef-4144-bfae-24a63cce7697,22.33.67.189,c9c3:f4ee:ce8b:ff3a:fbfb:4c91:b124:f58b,16.1293948,120.5372119,Asia/Manila,PH,Touchardia Gaudich.,CB-5A-1E-93-1B-63,16327.433,2021-09-24 08:32:11
596eb13e-41f9-4e3a-847c-df28eca32806,48.198.3.47,289:59c9:6d0c:a662:c070:1774:cc4c:52de,-8.8231,121.0194,Asia/Makassar,ID,Rudbeckia hirta L. var. floridana (T.V. Moore) Perdue,57-C8-17-79-A2-CF,89986.246,2022-03-18 06:38:46
a42775e7-0dac-4482-a355-efb2a0bd525b,116.216.202.230,ca0f:c562:e744:a10a:21e1:be8f:5c9:bd62,32.762022,111.709662,Asia/Shanghai,CN,Castilleja thompsonii Pennell,AD-F1-76-01-F5-F7,55011.482,2021-10-17 18:02:50
fb9593e4-664d-458a-a85c-2388db6c8c5c,225.56.3.98,4b1e:ce84:7607:955e:264e:63a3:3bc8:e04b,-23.7981763,-48.5962748,America/Sao_Paulo,BR,Spergularia macrotheca (Hornem.) Heynh.,98-B5-7B-14-07-43,85635.961,2021-12-06 01:08:37
0057bb32-5c5d-4ed1-b3b6-efef80d8c2bf,252.34.18.194,1eb2:8c2c:e146:61f2:3ea5:45b8:1618:bf38,43.330734,46.3582371,Europe/Moscow,RU,Peperomia rotundifolia (L.) Kunth,1B-0A-40-52-E0-0E,83764.707,2021-08-13 11:56:20
85535f85-3047-4443-9b0b-c74fa9625138,69.22.110.211,d8bc:53c:217f:d41f:27b3:5df4:b911:7345,29.696195,106.79542,Asia/Chongqing,CN,Elliottia pyroliflora (Bong.) S.W. Brim & P.F. Stevens,4E-84-22-2C-AF-EA,70568.953,2022-07-24 06:56:23
47488382-7e55-4f0f-82ce-f0418fcce0e0,95.123.206.35,3cef:653c:d832:d503:4cc0:1348:3f78:57d7,20.3474809,-74.5023819,America/Havana,CU,Leucanthemella Tzvelev,5A-1A-F1-85-F7-CA,14379.404,2021-08-29 19:53:24
96bf5edd-722d-4b56-bac1-8532f637a7f5,248.220.63.139,1e96:6440:5c55:5169:3240:686e:1c93:8129,-34.7061803,-58.3124766,America/Argentina/Salta,AR,Wedelia fruticosa Jacq.,E3-97-E4-14-A9-CB,69675.345,2021-10-30 11:09:21
fedf1519-1a08-4c83-b20a-aabecd5e8fca,55.81.195.4,f1f4:3f1c:524:e745:709d:bb28:5478:3639,-24.7237668,31.1995755,Africa/Johannesburg,ZA,Grindelia squarrosa (Pursh) Dunal var. quasiperennis Lunell,C1-EB-F7-21-45-E7,96804.623,2022-02-03 14:20:27
c358d1fd-c90a-49aa-8e0d-36fa90cfaf64,9.132.141.106,6941:f191:96d:4691:c123:ec9b:80d2:bd05,48.0158297,40.0785154,Europe/Moscow,RU,Pseudephemerum (Lindb.) Loeske,82-BD-AE-54-08-B1,39984.503,2021-08-15 03:16:49
fd3b3f75-5b3e-45ed-91ad-2016f2147261,33.116.24.193,a23a:455a:50aa:9c9d:e8b7:12f0:c100:151,3.0708714,99.4172728,Asia/Jakarta,ID,Gaylussacia nana (A. Gray) Small,6C-FA-41-EB-B9-49,61162.832,2022-06-06 01:49:14
d062f86e-3a40-4ba0-a823-58456bc083e3,82.67.66.143,17a7:a131:aca7:5904:6985:1a2c:161c:ffd6,11.2748678,122.0534319,Asia/Manila,PH,Cistus ladanifer L.,D5-0C-3A-D6-0D-7A,52371.241,2022-01-31 09:32:35
a01f6a42-3a20-4494-b649-afac563b43d6,17.157.247.61,5a67:a76b:e8ec:1c7a:f50b:66cc:2ea3:521c,14.57218,46.141361,Asia/Aden,YE,Plantago aristata Michx.,26-D4-0D-0C-AB-EC,67878.124,2022-04-09 12:14:42
1e5dd74b-a6e2-4670-b1ca-41907bd21303,120.68.227.122,c356:bbb:7a68:2994:ebf9:5953:a06b:1ca1,45.730664,130.7788921,Asia/Harbin,CN,Hymenopappus flavescens A. Gray var. flavescens,89-D4-C2-7C-7D-90,17683.875,2021-11-21 04:45:02
63658d99-e1f5-4e47-aa02-39b4088bc404,251.53.88.29,15b:b838:73c1:6b8e:e65d:1c0d:30a4:478f,-22.4363339,-46.8228622,America/Sao_Paulo,BR,Viola lanceolata L. ssp. vittata (Greene) N.H. Russell,8B-69-60-AA-07-F5,1833.046,2022-02-13 13:12:36
c97f910c-7bbb-4ad6-bf38-33a3cf4c1eca,125.162.193.200,299e:b49a:bf06:34c7:fa0b:40a0:a0c9:c7c0,-7.7351493,110.7092666,Asia/Jakarta,ID,Crepis acuminata Nutt. ssp. acuminata,A1-33-8F-72-5C-4C,35694.419,2022-01-13 15:00:31
6c67963c-4619-4240-83e1-ebf07f4c3c4c,24.222.78.162,5820:42f0:d964:b440:8374:2f92:3d49:5dc9,-19.6115404,34.7409293,Africa/Maputo,MZ,Phyllostachys heteroclada Oliv.,FA-DB-5A-5D-97-C3,64655.101,2022-07-11 11:46:18
8dfdf61a-4a60-4b42-b383-695bf88e9a17,233.62.198.252,f2e0:2a2b:f8eb:a237:b9ac:3c4c:3a33:c797,53.2067339,22.166847,Europe/Warsaw,PL,Grindelia lanceolata Nutt. var. texana (Scheele) Shinners,9B-AC-6C-B1-C2-7C,32999.011,2021-08-10 05:04:25
2f027561-7bf8-4b97-a9c9-be441c1d4712,111.48.88.198,77e6:b881:1562:d605:1136:ce14:bc12:2a8f,29.686366,89.208761,Asia/Chongqing,CN,Gossypium hirsutum L.,45-97-89-DE-7D-9D,89953.167,2021-09-23 00:29:16
2f474981-2120-418c-8f4d-8909c1c4a278,136.234.63.249,c574:7cde:906c:7016:ca66:5bc6:eae5:4d45,-7.7766561,112.1579249,Asia/Jakarta,ID,Cotula L.,4A-B4-C0-33-1D-C8,10208.618,2021-09-10 23:54:38
0b162606-3f89-494a-aca0-f035c63d265a,202.212.107.144,ffea:6f3c:6922:ec18:9fc3:788f:30ba:2204,63.827461,20.2599325,Europe/Stockholm,SE,Dryopteris hawaiiensis (Hillebr.) W.J. Rob.,43-FD-1F-37-C4-8C,95885.945,2022-03-14 02:30:34
224886c3-2940-45af-87f8-1e1b19ea67ee,184.159.130.136,9316:fc24:a5:17c4:884d:e88c:5e55:bf07,24.9350844,121.7107613,Asia/Chongqing,CN,Elymus elymoides (Raf.) Swezey ssp. californicus (J.G. Sm.) Barkworth,7A-95-90-64-B3-C4,10099.38,2022-02-12 02:56:44
b301fcdb-edba-492b-baa5-c6f642ecac24,70.103.95.25,fb6a:d88f:d06f:ee41:3134:cd1c:a31e:1f4d,27.088049,119.647769,Asia/Shanghai,CN,Caltha palustris L. var. palustris,D6-9B-DB-63-12-39,26698.836,2021-12-01 07:57:24
34aaf8ff-c7e0-4edc-9c8a-f0fa1d50b924,246.83.141.73,f32:a91d:2ff5:8203:c02f:22fe:9cc6:4732,40.5329933,50.0035678,Asia/Baku,AZ,Lycopodiella caroliniana (L.) Pic. Serm. var. meridionalis (Underw. & Lloyd) B. Pllg. & Windisch,02-8E-03-1C-E6-DB,90215.272,2022-02-19 14:06:30
c9496f5d-e7ea-40fb-947c-d858a8b254e0,194.119.209.79,21c7:53be:4ba6:4d31:c0fb:9058:8086:7153,-1.3928344,-78.4268758,America/Guayaquil,EC,Opuntia polyacantha Haw.,F9-4F-70-C6-3A-4E,2826.41,2021-08-27 11:02:22
dd1d5f7a-ca4b-48c1-a885-868624d9fb2a,72.3.219.237,23a9:b29a:c5e0:4a1e:ad4e:ed73:c59:280b,55.4211657,36.6585689,Europe/Moscow,RU,Allium burdickii (Hanes) A.G. Jones,6E-B8-B5-24-FD-D6,76132.637,2021-09-09 21:55:36
867f1c7a-10b8-4f3e-aff4-8ce5772011aa,237.255.71.106,64cb:fe:3827:849d:9456:a2cc:6aec:f12,40.659329,44.0188716,Asia/Yerevan,AM,Campanula latifolia L.,11-52-8E-98-62-4D,54380.101,2021-09-10 11:36:12
12d2279c-decd-4617-b344-3ab161199530,138.52.129.210,2ada:d7e:63a8:ae9:e6b:46e4:9155:7a4,14.714943,121.712226,Asia/Manila,PH,Myrsine cubana A. DC.,6F-18-15-FA-54-78,78509.796,2021-12-03 03:40:25
